"last_name, first_name","player_id","year","player_age","avg_swing_speed","fast_swing_rate","avg_swing_length","attack_angle","attack_direction","ideal_angle_rate","vertical_swing_path","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","solidcontact_percent","poorlyunder_percent","poorlytopped_percent","poorlyweak_percent","hard_hit_percent","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_contact_percent","sprint_speed"
"Fry, David",681807,2024,28,"70.5",9.3,"7.8",13.7,-2.8,62.4,32.2,"88.3","19.6",36.9,7.5,6.3,29.4,24.3,3.5,37.6,70.9,16.2,28.1,54,"26.2"
"Schneemann, Daniel",682177,2024,27,"70.7",6.3,"7",13.2,1.8,53.8,33.9,"88.5","11.1",41.3,4.8,5.6,23.8,31.7,2.4,38.1,74.5,24.5,24.5,47.3,"28.3"
"Marte, Noelvi",682622,2024,22,"73.1",33.6,"7.5",10.1,-4.9,54.2,32,"87","11.4",33.5,6.5,6.5,25.8,34.8,4.5,36.1,74.4,19.1,37.1,46.1,"28.8"
"Alvarez, Francisco",682626,2024,22,"73.5",37.3,"7.2",4.2,-3.3,42.3,26,"88.8","6.9",27.2,6.7,6.7,22.3,40.2,4.5,42,64.3,20.6,28.9,51.3,"25.8"
"Matos, Luis",682641,2024,22,"71.7",18.3,"7.2",5.5,-11.4,53.8,25.3,"86.9","14.1",29.1,3.9,7.1,33.9,28.3,3.9,37,68.9,7.6,40.1,71.2,"27.8"
"Martínez, Angel",682657,2024,22,"69",6.4,"7.3",11.7,-3.5,49.3,34.5,"86.5","14.9",29.8,1.7,5.8,27.3,36.4,5.8,32.2,62,11.8,35.9,67.2,"27.6"
"De La Cruz, Elly",682829,2024,22,"75.2",53.8,"7.3",9.6,0.5,52.7,35.2,"91.8","9.7",35.7,12.7,6.2,21.1,33,3.7,45.7,61.7,23.2,26.9,45.8,"30.0"
"Abrams, CJ",682928,2024,23,"72.2",23.9,"7.5",12.4,-3,61.9,29,"88.2","15.1",33,6.9,9.6,26.6,27.8,4.3,40.7,70.4,18.4,35.5,62.4,"28.5"
"Greene, Riley",682985,2024,23,"74.7",45.8,"7.2",11.9,0.4,43.6,43.4,"91.3","12.2",39.1,13.4,8.1,21.2,32.7,1.4,47.1,66.3,19.4,23.1,54.2,"27.7"
"Carroll, Corbin",682998,2024,23,"73.7",36.9,"7",6.5,-0.3,53,22.5,"89.3","12",27.8,7.2,7,27,35.7,4,40.8,59.8,13,24.9,63.9,"29.6"
"Henderson, Gunnar",683002,2024,23,"76.3",64.5,"7.2",8.3,2.9,47.4,30.5,"92.8","9.2",34.5,11.2,8.6,18.7,33.7,3.2,53.9,66.7,17.5,23.2,57.2,"28.9"
"Volpe, Anthony",683011,2024,23,"69.3",3.7,"7.1",9.6,7.4,60.7,33,"87.7","8.4",33.3,3.9,5.6,21,36.8,4.7,35.4,65.4,16.5,29.3,62.6,"28.6"
"Baty, Brett",683146,2024,24,"73.5",38,"7.6",12.1,-0.7,41.8,38.4,"86.6","10.3",27.7,5.4,6.3,22.3,39.3,7.1,33,69.2,16.4,31.9,51.9,"26.9"
"Vaughn, Andrew",683734,2024,26,"70.8",12,"7.6",9.7,-4.7,57.4,28.6,"90.3","16.6",33.6,9.3,8.4,30.2,28.7,2,43.3,66.7,11.8,33,58.4,"26.3"
"Busch, Michael",683737,2024,26,"70.3",11.3,"7.3",15.8,0.7,43.9,37.9,"89.9","17.2",36.4,11.2,6.5,29,28.1,4.1,39.9,68.6,20.2,23.2,48.9,"27.3"
"Frelick, Sal",686217,2024,24,"66.3",2.6,"6.9",5.6,0.6,40.9,30.3,"83.4","9.7",30,0.8,3.5,24,38.3,8.5,19.5,57,8.1,25.8,76.2,"29.3"
"Pasquantino, Vinnie",686469,2024,26,"71.7",19.8,"7.4",9.6,-7,57.9,30.1,"91","14.6",31.9,7.1,8.9,28.2,30.1,2.5,46.5,66.3,7.5,30.7,71.6,"25.6"
"Canzone, Dominic",686527,2024,26,"72.4",26.6,"7.6",16.2,-3.9,48.5,34.5,"89.9","9.1",31.6,11.1,10.3,26.5,34.2,3.4,44.4,68.9,24.1,37,48.1,"27.1"
"Doyle, Brenton",686668,2024,26,"70.9",8.1,"7.4",12.7,0.1,64.6,31.3,"89.2","13.2",37.4,10.5,6,25.2,28.2,5.5,41.4,74.5,18.2,30,43.5,"29.3"
"Lee, Korey",686676,2024,25,"71.4",14,"7.2",9.6,-0.7,51,29.3,"88.3","9.6",34.1,7.5,4.7,25.5,34.5,5.9,37.6,80.2,28.5,35.3,41.4,"27.6"
"Massey, Michael",686681,2024,26,"70.9",8.8,"7.2",12.9,-7,61.9,32.4,"89.2","16.8",34.4,7.1,7.1,29.4,28.4,3.2,36.9,67.3,8.7,37.4,66.1,"26.8"
"Pagés, Pedro",686780,2024,25,"72",23.7,"6.9",5.7,1.5,38,31,"89","11.8",32,4.8,8.2,25.9,34,2,40.4,66.4,16.3,35,53.8,"25.9"
"Lee, Brooks",686797,2024,23,"69.3",4.7,"6.9",8.7,-5,57.3,30.3,"85.8","12.5",36.7,4.1,5.4,30.6,33.3,2.7,24.5,67.6,10.2,35.8,59.4,"25.6"
"Brennan, Will",686823,2024,26,"69",3.2,"6.8",5,0.2,43.7,30.1,"86","13.3",31.1,4.6,4.2,26.9,30.4,6.4,32.5,75.1,13,33.8,70.1,"28.2"
"Neto, Zach",687263,2024,23,"71",14.7,"7.1",14.6,-6.1,56.5,33.4,"88.5","12.3",29,8.4,8.4,24.8,29.7,7.1,38.8,67.9,17.8,31.3,54.2,"28.2"
"Scott II, Victor",687363,2024,23,"69.1",7,"6.7",11.2,-4.1,47.7,32.8,"88.4","12.1",33.3,5.7,6.7,27.6,35.2,8.6,33.3,70.5,15.5,29.3,46.9,"30.0"
"Ortiz, Joey",687401,2024,25,"73.4",35.2,"7.5",2.2,1.4,35.6,26.8,"87.8","9.9",26.6,4.6,5.2,24.9,35.5,5.2,38.4,53.5,9.9,24.7,66.7,"28.7"
"Horwitz, Spencer",687462,2024,26,"69.5",9.5,"7",9.4,2.6,44.7,37.9,"88.2","13.7",37.4,8,8.4,23.3,31.3,2.7,36.6,65.4,15.5,25.7,70.4,"25.2"
"Beck, Jordan",687597,2024,23,"71.4",14.6,"7.7",10.5,-1.4,55.3,32.6,"86.1","13.4",32.1,6.6,5.7,26.4,28.3,4.7,32.1,73.1,26.6,33.5,46.8,"28.6"
"Wisely, Brett",689172,2024,25,"67.5",3.5,"6.8",8.7,-3.4,41.6,33,"86.8","16.2",29.7,5.2,3.6,32.3,28.1,5.7,31.6,67.1,13.2,30.9,55.5,"27.8"
"Keith, Colt",690993,2024,22,"71.3",14.3,"6.7",8.5,0.1,45.3,33,"87.8","11.3",34.6,5.6,5.1,25.2,30.4,4.2,35.3,67.9,13.4,29.9,55.6,"27.7"
"Soderstrom, Tyler",691016,2024,22,"74.4",45.5,"7.5",13.5,0.7,52,30.6,"91.9","9.6",31.4,14.6,9.5,18.2,39.4,0.7,49.6,69.1,18.8,29.2,44.3,"27.0"
"Walker, Jordan",691023,2024,22,"77.3",72,"8.2",5.5,-10.4,44.3,32.2,"91.2","9.4",29.3,9.5,4.3,26.7,34.5,1.7,43.1,68.4,16.9,32.4,39.8,"28.4"
"Winn, Masyn",691026,2024,22,"70.2",11.5,"7.3",4.7,-1.9,39.8,28.4,"87","13.2",33.5,3.7,6.4,28.2,30.2,5.6,32.7,62.7,13,30.4,67.8,"28.8"
"Caminero, Junior",691406,2024,20,"77.2",70.1,"8.3",5.3,-2.6,51.5,25.4,"89.7","6.8",25.2,11.8,3.1,22.8,39.4,5.5,45.7,62.9,22.2,35.5,54.8,"26.4"
"Crow-Armstrong, Pete",691718,2024,22,"70.6",8,"7.2",14.3,0.2,47.7,35.3,"88.9","17.2",33.3,7.4,6,28.8,25.6,11.6,36.8,79.7,24.6,41.4,59.9,"30.0"
"Gonzales, Nick",693304,2024,25,"71.1",12.9,"7.3",11.8,-0.4,56.4,32.6,"87.9","13",34.1,7.9,4.5,23.8,31.7,4.5,36.9,78.2,17.4,34.1,57.7,"29.2"
"Chourio, Jackson",694192,2024,20,"73.2",34,"7.4",7.4,3.5,57.9,27.2,"89.7","7.6",33.2,7.8,6.6,19.3,36.6,5.6,44.9,66.1,17.3,31.9,53,"29.7"
"Schanuel, Nolan",694384,2024,22,"65.2",2.6,"6.6",9.1,1,46.4,39.2,"86.1","10.3",36.4,3.5,4,24.2,33.3,3.8,25.4,62.1,10,21.5,72.7,"26.4"
"Loperfido, Joey",694388,2024,25,"72.9",27.2,"7.7",16.3,4.7,44.2,38.4,"88.3","12.9",40.7,4,5.3,24.7,32,3.3,34.7,72.8,23.2,32.4,37.8,"28.8"
"Carter, Evan",694497,2024,21,"71",15.6,"7.1",5.8,-6.7,47.8,28.6,"86","13.9",33.3,5.9,5.9,31.4,29.4,4.9,32.4,56.2,15.7,18.5,50.9,"29.7"
"Langford, Wyatt",694671,2024,22,"74.5",48.2,"7",11.2,-4.4,55.7,31,"89.6","16.6",31.3,9.3,6.5,27.9,28.4,4.1,43.4,64.3,16.8,23,61.5,"29.8"
"Wood, James",695578,2024,21,"73.9",44.3,"7.4",8.6,4.1,38.3,40.1,"92.8","2.4",31.3,10.6,6.1,10.6,38.4,3.5,52,55.3,20,21,44.9,"28.7"
"Goodman, Hunter",696100,2024,24,"74.9",50.6,"7.3",10.1,-8.6,69.9,24.1,"88.2","16.5",32.9,12.8,6.7,29.5,30.2,6,39.6,78.1,19.6,39.9,47.7,"28.0"
"Young, Jacob",696285,2024,24,"68.2",1.4,"6.9",6.6,5.5,51.3,31,"85.8","4",28.1,1.6,2.9,16.7,39,13,28.9,60.3,12.1,27.8,63.4,"29.7"
"Rice, Ben",700250,2024,25,"71.4",14.6,"7.4",12.2,-4.9,56.6,32.8,"90","17.7",34.9,15.6,1.8,30.3,26.6,1.8,36.7,72.9,17.6,20.6,46.8,"27.5"
"Manzardo, Kyle",700932,2024,23,"71.8",13.1,"7.6",17.2,-5.3,46.6,37.1,"89.1","22.1",31.4,9.5,10.5,40,20,3.8,40,64.6,19,28,51.7,"25.9"
"Merrill, Jackson",701538,2024,21,"72.2",21.6,"7.5",6.2,0.8,41.9,37.4,"90.4","14.6",39.6,11.3,7.8,26.4,26.2,3,43.9,80,13.9,34.5,64.6,"28.5"
"Lipscomb, Trey",702358,2024,24,"69.8",11.3,"7.6",3.4,3,34.9,33,"86.5","0.7",23,0.7,3.9,17.8,51.3,5.3,31.6,68.7,15.3,32.8,53.9,"27.5"
"Holliday, Jackson",702616,2024,20,"71.2",10.6,"7.1",9,4.5,54.6,31.1,"89.3","8.6",27,8.2,9.8,18.9,34.4,6.6,45.1,65.6,24.3,27.2,43,"29.4"
"Yoshida, Masataka",807799,2024,30,"70.9",15.2,"7.3",6.8,0.6,44.8,33.1,"88","10.5",36.3,5.5,7.3,23.8,31.7,4.9,37.5,64.8,8.7,25.2,69.4,"26.1"
"Lee, Jung Hoo",808982,2024,25,"70.6",12.9,"7.4",6.5,-5.5,41.9,37.6,"89.1","9.2",29.1,4.5,5.2,25.4,32.8,3,41.8,58,6,26.7,80.9,"28.4"
"Maldonado, Martín",455117,2025,38,"71.2",14.9,"7.6",15.1,-7.7,52.6,31.8,"86","16.1",30.2,9.4,3.1,25,21.9,15.6,28.1,56.5,27.7,31.6,39.5,"23.1"
"Solano, Donovan",456781,2025,37,"65.9",1.3,"6.9",8.8,-1.8,37.6,33.9,"87.4","12.7",35.9,3.9,4.7,23.4,31.3,6.3,37.5,66,16.6,36.3,54.5,"25.0"
"McCutchen, Andrew",457705,2025,38,"71.1",12,"7.7",14.5,-0.8,53.2,34.5,"89.5","14.5",34.5,8.3,6.6,23.5,29,3.3,42.5,69,19.5,20.7,50,"27.1"
"Turner, Justin",457759,2025,40,"66.3",1.8,"6.4",9,1.8,50.8,34.4,"88.3","17.9",38.2,3.7,6.6,33.1,27.2,1.5,30.9,66.3,11.3,27.6,67.3,"25.3"
"Santana, Carlos",467793,2025,39,"71.3",17.1,"7.6",12.8,-5.6,64.5,26.7,"87.6","16.7",31.1,4.9,6.7,32,32.3,4,37.8,65.9,15.2,24.9,52.6,"25.6"
"Rojas, Miguel",500743,2025,36,"68.1",4.3,"7.1",7.6,-4.4,49.3,32.1,"87.6","12.9",34.4,4,3.2,27.9,31.6,6.1,31.2,63.1,9.2,26.8,61.5,"25.9"
"Pham, Tommy",502054,2025,37,"73.4",32.8,"7",8.2,-0.9,51.9,27.4,"91.6","6.9",32.7,6.6,6.9,21.5,38.9,1.7,47.2,60.7,15.2,19.9,47,"27.2"
"Goldschmidt, Paul",502671,2025,37,"72.6",21.9,"7.6",9.7,2.4,51.4,31.9,"90.4","15.9",36.1,7.9,7.7,27.1,28.4,2,43.7,66.3,16.4,27.3,68.4,"26.1"
"Altuve, Jose",514888,2025,35,"69.7",11,"7.6",15.3,-5.7,55.3,28.8,"85.1","17.7",29.8,6.2,4.5,29.2,29.4,9.3,30.9,63.5,13.4,38.9,69.6,"26.9"
"Marte, Starling",516782,2025,36,"72.6",33.2,"7.3",8.7,-0.3,46.5,35.4,"87.6","10",32.6,7.8,6.1,20.9,32.2,8.7,40.4,67.8,17.6,29.6,51.1,"26.6"
"d'Arnaud, Travis",518595,2025,36,"70.1",8,"7.7",14.9,-3.9,56.4,32.8,"88.2","17.9",34.3,11.4,7.9,25.7,30,4.3,37.9,73.2,24.2,32.7,48.5,"26.3"
"Freeman, Freddie",518692,2025,35,"69.9",8.4,"6.9",10.7,1,46.4,43.1,"90.9","14.3",36.7,10.4,6,23.6,25.6,3.2,45.7,76.1,21.4,28.4,57.6,"25.6"
"Stanton, Giancarlo",519317,2025,35,"80.6",97.3,"8.8",10.5,-4.2,62.1,27.9,"94.4","17.5",35.7,22.1,7.1,27.3,24,2.6,55.2,58.1,27.7,25.3,41,"23.5"
"Perez, Salvador",521692,2025,35,"72.9",30.5,"7.9",12.4,-5.3,56.3,34.2,"90","18.1",35.7,14.8,7.4,27.5,26,3.4,46.7,74.8,17.3,42.4,58.4,"24.4"
"Flores, Wilmer",527038,2025,33,"65.5",0.9,"6.9",11.2,-6.6,49.8,32.1,"85.9","18.8",35.6,4.8,3.6,35.6,24,4.8,26.9,63.2,14.4,29.3,64.8,"24.5"
"Ozuna, Marcell",542303,2025,34,"72.9",31.6,"7.2",13.9,-0.9,53,36.8,"89.9","14.1",35.1,11.4,9.7,24.3,28.9,2.9,44.6,57.9,18.9,22.3,57.7,"25.3"
"Higashioka, Kyle",543309,2025,35,"70.9",9.6,"7.2",12.6,-6.8,55.1,32.3,"88.9","17.2",39.1,8.6,8.6,30,24.9,4.3,39.1,61.4,12.8,27.5,56.5,"25.1"
"Semien, Marcus",543760,2025,34,"68.4",5.3,"7.7",15.8,-3.9,56.6,34.8,"88.3","19.4",35.8,6.7,8.3,33.7,23.8,3.1,35,75.3,13.9,23.4,50,"28.5"
"Springer, George",543807,2025,35,"73.7",40.2,"7.5",13.2,-0.4,58,35.2,"90","17.2",41.2,16.1,6.4,23.8,24,5.9,47.6,71.1,20.1,20.4,52.4,"28.0"
"Vázquez, Christian",543877,2025,34,"67",2.2,"6.8",7.6,-1.1,58.3,26.8,"85.9","15.3",35.7,3.8,5.1,32.5,29.3,4.5,27.4,60.2,11.3,25.7,70.4,"24.7"
"Grichuk, Randal",545341,2025,33,"73.9",42.5,"7.7",10.2,-6.3,64.5,28.3,"92.4","17.6",33.6,11.7,5.1,31.8,27.6,1.9,49.5,65.4,9.7,31.4,57.9,"27.1"
"Trout, Mike",545361,2025,33,"74",40.1,"7.5",7.6,0.2,44.8,36.4,"90.9","17.5",44.4,15.8,8.5,23.6,20.4,6,49.3,55.9,20.7,20.7,43.8,"27.9"
"Harper, Bryce",547180,2025,32,"74.2",44.3,"7.3",11.6,-2.2,46.2,35.5,"91.3","11.6",37.6,12.3,7.6,21.9,31.9,3.1,47.5,78.9,19.1,35.6,49.9,"27.0"
"Díaz, Elias",553869,2025,34,"72.8",29.4,"6.9",6.2,-4.4,49.6,29.1,"88.4","17.7",30.1,7.5,4.8,33.3,24.7,6.5,38.7,73,23.7,30.3,39.5,"25.0"
"Suárez, Eugenio",553993,2025,33,"72.3",26.5,"7.8",18.5,-5.5,44.4,38.7,"90.2","21.9",32.8,14.3,8,35.1,22.6,3.8,47.6,69.4,21.2,31.1,39.2,"26.4"
"Urshela, Gio",570482,2025,33,"68.6",5.4,"7.2",11,3.6,58.2,36.2,"86.9","10.6",41.7,2.1,5.6,23.6,33.3,3.5,34,73,22.2,39.5,56.5,"24.2"
"Arenado, Nolan",571448,2025,34,"71.4",16.9,"8.4",10.5,-9,56.5,33.2,"86.8","19",31.5,3.9,5.1,34.8,28.4,3.7,32.6,64.9,8.7,33.9,65.5,"25.5"
"Farmer, Kyle",571657,2025,34,"66.6",1.3,"6.8",12.7,-0.8,48.5,33.5,"87","15.3",37.6,6.1,8,24.4,28.6,7.5,35.2,63.7,13.2,29.9,56.8,"26.2"
"Hernández, Enrique",571771,2025,33,"71.1",14.2,"7.5",10.3,-3.8,53.2,30,"90.3","16.3",32.9,9.4,4.7,31.8,28.2,2.9,37.6,70.6,18,32,47.3,"26.9"
"Muncy, Max",571970,2025,34,"71.2",14.5,"7",17.9,-4.8,49,34.7,"91.3","19.6",37.4,13.6,9.4,31.1,23.4,2.6,51.5,65.4,17.1,20,56.3,"27.0"
"Taylor, Michael A.",572191,2025,34,"72.4",26.7,"7.1",14.1,0.8,52.4,31.2,"90.8","17.9",37.2,10.5,12,28.3,26.7,8.9,42.9,70.5,27.4,30.7,36.9,"27.8"
"Walker, Christian",572233,2025,34,"74.1",41.9,"7.5",9.1,-4.6,51.3,29.4,"90.9","16.9",34.5,12.9,5.3,29.6,26.5,3.6,46.1,75.8,21.3,28.1,43.8,"26.2"
"Yastrzemski, Mike",573262,2025,34,"71.2",9.7,"7.5",10.9,-2.7,66.9,30.4,"90.8","20.4",35.6,8.5,9,33.5,22.1,3.7,42.6,61.2,14.1,22,67.2,"26.9"
"Contreras, Willson",575929,2025,33,"76",62.1,"8",9.4,-1.8,47.3,32.8,"90.6","12.3",37.1,13.9,7.1,21.8,29.5,4.2,49,66.2,19.5,30.2,49.7,"27.5"
"Iglesias, Jose",578428,2025,35,"68.9",9.3,"6.6",2.7,3.9,33.7,33.6,"84","3.9",27,2,2.3,16.8,42.6,12.5,28.5,55.3,11.2,34,70.5,"27.8"
"Castellanos, Nick",592206,2025,33,"70.5",16.9,"7.7",15.1,-4.5,47,40,"87.8","15.2",39,7.6,6.9,27.6,27.6,3.3,34.5,80,18.1,40.9,50.6,"27.7"
"Judge, Aaron",592450,2025,33,"77",71.6,"8.1",14.1,-6,50.8,38.4,"95.4","19",39.4,24.7,9,22.9,20.6,1.5,58.2,67,24.7,22.5,38.9,"27.1"
"Machado, Manny",592518,2025,32,"74.5",43,"7.8",7.6,-0.3,54.6,26.5,"92.9","14.3",34.8,12.9,7.8,24.9,29.4,1.6,51.5,70,18.6,29.9,56.3,"25.8"
"Pederson, Joc",592626,2025,33,"73.4",33.2,"7.6",10,-5.8,56.4,28.3,"91.2","16.9",28.4,9.5,6.5,31.8,26.4,4.5,44.8,63.5,16.8,26.9,56.9,"25.2"
"Realmuto, J.T.",592663,2025,34,"72",26.3,"7.5",12.4,1,52.8,34.2,"90","11.1",36.7,8.8,6.1,22.9,32.7,2.7,45.5,65.6,14.6,32.3,56.8,"28.4"
"Yelich, Christian",592885,2025,33,"73.4",35.6,"7.5",9.7,7,44.4,36.3,"90.2","1.9",31.2,10.3,6.1,12.3,45,3.9,46.4,66.7,18.4,25.7,44.2,"28.2"
"Bogaerts, Xander",593428,2025,32,"72.2",26,"7.3",10.2,-6.9,52.5,31,"89","11.1",36.7,6.9,7.1,21.7,30.8,3.7,39.2,58.8,14.5,23.6,60.7,"27.6"
"Polanco, Jorge",593871,2025,31,"71.2",14.5,"7.2",9.5,-10.6,56.6,30.5,"90.8","16.7",34.3,10.3,7.6,29,27.2,3.5,45.8,66.9,14,26.9,55,"27.1"
"Profar, Jurickson",595777,2025,32,"70.9",18,"7.5",10.8,-7.6,56.4,30.9,"89","20",27,7.3,6.2,34,24.7,3.9,40.3,65.7,10.7,24.2,66.7,"26.3"
"Báez, Javier",595879,2025,32,"73.5",34.4,"8.3",10,-5.6,50.5,30.3,"88.2","11.4",30.2,5.5,7.7,23.8,35.7,3.2,39.9,65.4,17.1,46.1,52.5,"27.5"
"Hedges, Austin",595978,2025,32,"71.5",15.3,"7.6",13.2,-9.3,66.8,26.6,"88.2","25.1",30.5,3.4,7.6,43.2,21.2,6.8,32.2,74.1,20,29.8,44.8,"25.0"
"Lindor, Francisco",596019,2025,31,"71",16.4,"7.5",11.1,-1.6,51.1,33.8,"90.5","15.1",34.6,8.8,7.1,27.9,25.4,5,44.4,67.3,15.3,26.7,64.2,"27.4"
"Slater, Austin",596103,2025,32,"69.6",7,"6.8",10.1,5.5,53.5,37.4,"92","7.7",41.8,14.3,10.2,14.3,31.6,2,48,70,18.5,28.3,50,"28.0"
"Story, Trevor",596115,2025,32,"71.1",14.2,"7.4",10.5,-4.5,46.2,29.4,"91.4","14.2",32.6,9.8,7.5,25.6,27.6,2.7,47,72.3,17.9,35.3,45.7,"28.6"
"Kepler, Max",596146,2025,32,"71.3",16,"7.4",7.8,-7,44.6,31.8,"90.8","16.3",34,11.6,5.8,30.4,26.4,2.1,44.7,70.1,13.1,26.6,49.4,"27.0"
"Urías, Ramón",602104,2025,31,"70.8",12.5,"7.7",13.7,0.3,70.6,27.1,"89.2","13.2",33.6,8,7.7,24.8,30.3,5.1,41.8,70,19.5,27.6,55.9,"27.0"
"Bell, Josh",605137,2025,32,"73.1",34.9,"8",10.1,-2.9,58,33.7,"90.4","10.4",33.4,12,7.8,22.2,31.1,5.2,47,68.9,16.3,26.8,59,"25.2"
"Betts, Mookie",605141,2025,32,"69",8,"7",9.2,-5.5,55.7,34.6,"89.1","18",37.7,5.5,7.2,33.7,24.9,1.9,35.8,59.9,7.6,21.6,62.3,"26.9"
"Caratini, Victor",605170,2025,31,"72.3",23.6,"7",10.7,-3.6,56.8,34.9,"88.7","12.5",34.7,7.7,8.4,23.5,28.8,6.7,40.7,68.2,14.8,23.5,64.4,"24.3"
"Arcia, Orlando",606115,2025,30,"70.6",15.1,"7.8",7.4,-0.3,57.5,26.8,"87.4","7",26.1,2.5,3.8,26.8,40.1,3.2,33.8,72.8,18,33.1,58.5,"25.5"
"Hernández, Teoscar",606192,2025,32,"72.9",31,"7.8",10.4,-0.1,54.4,31.9,"90.2","9.9",34,11.5,8.4,20.9,35.3,2.9,46.1,68.5,22.8,30,44.5,"28.1"
"Marte, Ketel",606466,2025,31,"74.6",45.5,"7.8",10.1,-7.2,61.5,32,"90.8","14.8",33,13.5,4.8,25,29,4.8,47,67.3,15.8,24.7,60.2,"26.6"
"Nimmo, Brandon",607043,2025,32,"72.3",26.5,"7.2",6.6,2.1,47.9,29.1,"91.9","11.2",29.7,8.8,8.4,22.5,35,2.2,50.2,66.3,17.2,24.2,54.7,"27.3"
"Turner, Trea",607208,2025,32,"71.2",17.8,"7.6",8.1,-3,60,27.9,"89.3","9.1",34.7,5.8,5.6,22.3,35.7,3.5,42.1,72.8,13.9,31.1,50.9,"30.3"
"Ramírez, José",608070,2025,32,"70.9",16.2,"7.2",8.9,-9.4,60.7,29.8,"88.9","19.2",36.4,7,5.7,33.5,23.8,3.8,37,66,9,29,72.6,"28.4"
"Bregman, Alex",608324,2025,31,"71",9,"7.1",13.5,-5.1,65.8,28.1,"90.1","17.7",32.9,6.6,8.5,28.8,28.8,2.2,44.4,59.5,9.4,19.8,66.3,"26.0"
"Kelly, Carson",608348,2025,30,"70.4",6.3,"7",11.7,-4,52.9,33.1,"88.8","16.4",34.8,9.6,5.1,30.7,28,4.4,40.3,67.4,14.1,21.9,59.1,"26.0"
"Seager, Corey",608369,2025,31,"72.6",21.9,"6.7",12.8,3.5,54.7,34.2,"92.9","11.6",34.2,15.3,6.8,20,29.2,2,53.6,78,18.2,23,40.8,"25.3"
"Refsnyder, Rob",608701,2025,34,"73.2",33.8,"7.6",12.2,-0.1,64.6,31.9,"92","12.1",34.6,12.3,9.2,20,31.5,3.1,52.3,61.8,20,19.1,56.6,"26.7"
"Andujar, Miguel",609280,2025,30,"71.7",18.4,"7.8",6.3,-6.8,53.7,25.8,"88","11",31.8,4.7,6.2,24.5,35.8,3.6,35.4,72.3,10.5,35.8,68.2,"26.9"
"Torrens, Luis",620443,2025,29,"70.8",8.9,"7.2",9.7,6.1,56.2,29.9,"90.6","6.2",35.9,10.7,6.3,13.6,39.3,3.9,48.1,68.5,16.9,25.8,66.9,"26.6"
"Swanson, Dansby",621020,2025,31,"70.9",5.7,"7.4",15.6,-1.5,59.4,34.6,"90.5","13.3",36.9,11.7,7.7,20.8,28.7,3.3,47.8,73.7,22.5,25.2,44.3,"28.5"
"Correa, Carlos",621043,2025,30,"73.8",37.9,"7.2",7.7,-1.5,41.7,33.1,"90.5","7.3",34.6,6.8,6.4,18.8,36.5,3.3,45.9,64.4,14.1,28.8,59.8,"26.5"
"Taylor, Tyrone",621438,2025,31,"70.3",9.9,"7.5",8.1,-8.4,53,32.3,"86.5","19.4",40.6,3.8,7.1,29.3,23.4,6.7,35.1,65.4,11.2,30.4,48.9,"29.3"
"Buxton, Byron",621439,2025,31,"75",50.5,"7.9",14.1,-6.2,57.9,34,"92.5","17.7",32.9,17.6,6.1,26.6,24.6,2.9,53.8,74.1,20.4,29.5,41.1,"30.2"
"Ward, Taylor",621493,2025,31,"69.5",7.2,"7.1",9.1,-2.9,55.5,32.1,"90.1","18",34.9,13.7,7.1,30.7,22.9,3.2,42.7,53.7,13.5,20.7,48,"27.3"
"Olson, Matt",621566,2025,31,"73.9",41.3,"7.5",8.7,1.1,48.2,33.9,"93.3","14.8",37.1,14.3,9.3,24.1,28,2,53.3,66.5,21.8,24.9,62.6,"25.2"
"Heineman, Tyler",623168,2025,34,"66.2",0.7,"7.1",6.5,-12.5,45.1,28.9,"84.4","19.1",31.2,3.2,1.6,34.4,27.2,12,22.4,73.8,11.4,32.7,63.5,"26.3"
"Santander, Anthony",623993,2025,30,"72",21,"7.2",7.9,-9.5,57.3,24.2,"89.6","18.5",27.6,4.5,7.5,35.8,24.6,5.2,41,68.1,18.4,31.1,63.6,"26.0"
"Alonso, Pete",624413,2025,30,"75.3",53.4,"7.1",10.1,1.1,59.8,33.8,"93.5","15.4",38.4,18.9,7.9,23.6,26.3,2.8,54.4,65.7,18.4,27.4,57.6,"25.3"
"Conforto, Michael",624424,2025,32,"74",42.6,"7.3",10.2,1.1,47.8,32,"89.9","12.9",34.3,9.7,7.3,25.7,27.3,5,44,66.2,18.1,23.2,55.1,"26.0"
"Frazier, Adam",624428,2025,33,"65.9",1.6,"6.9",11.4,3,45.6,39.2,"85.3","14.5",39.5,2,5.8,30.2,29.7,4.9,20.6,71.2,13.8,29.5,64.9,"26.6"
"Trevino, Jose",624431,2025,32,"68.9",2.6,"7.2",9.1,-2.3,72.8,23.3,"87.9","10.9",29,4.4,8.1,22.6,36.7,5.2,40.7,59.5,13.2,32.2,71,"24.3"
"Soler, Jorge",624585,2025,33,"74",41.2,"7.7",8.4,-7.8,52.6,33.6,"89.7","13.8",31.9,12.8,4.3,26.6,35.1,2.7,42,65.7,20.2,24.5,44.8,"26.0"
"Sosa, Edmundo",624641,2025,29,"72.3",26.2,"8.1",10.1,-2.2,56,33.9,"87.7","9.4",35.4,6.3,5.7,22.9,35.4,5.2,38,69.8,16.2,45.5,61.2,"29.4"
